O	One
O	evening
O	,
O	in
O	times
O	long
O	ago
O	,
O	old
O	Philemon
O	and
O	his
O	old
O	wife
O	Baucis
O	sat
O	at
O	their
O	cottage
O	door
O	,
O	enjoying
O	the
O	calm
O	and
O	beautiful
O	sunset
O	.
O	They
O	had
O	already
O	eaten
O	their
O	frugal
O	supper
O	,
O	and
O	intended
O	now
O	to
O	spend
O	a
O	quiet
O	hour
O	or
O	two
O	before
O	bedtime
O	.
O	So
O	they
O	talked
O	together
O	about
O	their
O	garden
O	,
O	and
O	their
O	cow
O	,
O	and
O	their
O	bees
O	,
O	and
O	their
O	grapevine
O	,
O	which
O	clambered
O	over
O	the
O	cottage
O	wall
O	,
O	and
O	on
O	which
O	the
O	grapes
O	were
O	beginning
O	to
O	turn
O	purple
O	.
O	But
O	the
O	rude
O	shouts
O	of
O	children
O	,
O	and
O	the
O	fierce
O	barking
O	of
O	dogs
O	,
O	in
O	the
O	village
O	near
O	at
O	hand
O	,
O	grew
O	louder
O	and
O	louder
O	,
O	until
O	,
O	at
O	last
O	,
O	it
O	was
O	hardly
O	possible
O	for
O	Baucis
O	and
O	Philemon
O	to
O	hear
O	each
O	other
O	speak
O	.
O	"""Ah"
O	,
O	wife
O	,
O	""""
O	cried
O	Philemon
O	,
O	"""I"
O	fear
O	some
O	poor
O	traveller
O	is
O	seeking
O	hospitality
O	among
O	our
O	neighbours
O	yonder
O	,
O	and
O	,
O	instead
O	of
O	giving
O	him
O	food
O	and
O	lodging
O	,
O	they
O	have
O	set
O	their
O	dogs
O	at
O	him
O	,
O	as
O	their
O	custom
O	is
O	!
O	""""
O	"""Well-a-day"
O	!
O	""""
O	answered
O	old
O	Baucis
O	,
O	"""I"
O	do
O	wish
O	our
O	neighbours
O	felt
O	a
O	little
O	more
O	kindness
O	for
O	their
O	fellow
O	creatures
O	.
O	And
O	only
O	think
O	of
O	bringing
O	up
O	their
O	children
O	in
O	this
O	naughty
O	way
O	,
O	and
O	patting
O	them
O	on
O	the
O	head
O	when
O	they
O	fling
O	stones
O	at
O	strangers
O	!
O	""""
O	"""Those"
O	children
O	will
O	never
O	come
O	to
O	any
O	good
O	,
O	""""
O	said
O	Philemon
O	,
O	shaking
O	his
O	white
O	head
O	.
O	"""To"
O	tell
O	you
O	the
O	truth
O	,
O	wife
O	,
O	I
O	should
O	not
O	wonder
O	if
O	some
O	terrible
O	thing
O	were
O	to
O	happen
O	to
O	all
O	the
O	people
O	in
O	the
O	village
O	,
O	unless
O	they
O	mend
O	their
O	manners
O	.
O	But
O	,
O	as
O	for
O	you
O	and
O	me
O	,
O	so
O	long
O	as
O	Providence
O	affords
O	us
O	a
O	crust
O	of
O	bread
O	,
O	let
O	us
O	be
O	ready
O	to
O	give
O	half
O	to
O	any
O	poor
O	,
O	homeless
O	stranger
O	that
O	may
O	come
O	along
O	and
O	need
O	it
O	.
O	""""
O	"""That's"
O	right
O	,
O	husband
O	!
O	""""
O	said
O	Baucis
O	.
O	"""So"
O	we
O	will
O	!
O	""""
O	These
O	old
O	folks
O	,
O	you
O	must
O	know
O	,
O	were
O	quite
O	poor
O	,
O	and
O	had
O	to
O	work
O	pretty
O	hard
O	for
O	a
O	living
O	.
O	Old
O	Philemon
O	toiled
O	diligently
O	in
O	his
O	garden
O	,
O	while
O	Baucis
O	was
O	always
O	busy
O	with
O	her
O	distaff
O	,
O	or
O	making
O	a
O	little
O	butter
O	and
O	cheese
O	with
O	their
O	cow's
O	milk
O	,
O	or
O	doing
O	one
O	thing
O	and
O	another
O	about
O	the
O	cottage
O	.
O	Their
O	food
O	was
O	seldom
O	anything
O	but
O	bread
O	,
O	milk
O	,
O	and
O	vegetables
O	,
O	with
O	sometimes
