C	June
O	laid
O	down
O	her
O	knives
O	upon
O	the
O	scrubbing-board
O	,
O	and
O	stole
O	softly
O	out
O	into
O	the
O	yard
O	.
C	Madame
C	Joilet
O	was
O	taking
O	a
O	nap
O	upstairs
O	,
O	and
O	,
O	for
O	a
O	few
O	minutes
O	at
O	least
O	,
O	the
O	coast
O	seemed
O	to
O	be
O	quite
O	clear
O	.
O	Who
O	was
C	June
O	?
O	and
O	who
O	was
C	Madame
C	Joilet
O	?
C	June
O	was
O	a
O	little
O	girl
O	who
O	had
O	lived
O	in
O	Richmond
O	ever
O	since
O	she
O	could
O	remember
O	,
O	who
O	had
O	never
O	been
O	outside
O	of
O	the
O	city
O	'
O	s
O	boundaries
O	,
O	and
O	who
O	had
O	a
O	vague
O	idea
O	that
O	the
O	North
O	lay
O	just
O	above
O	the
O	Chick-ahominy
O	River
O	and
O	the
O	Gulf
O	of
O	Mexico
O	about
O	a
O	mile
O	below
O	the
O	James
O	.
O	She
O	could
O	not
O	tell
O	A
O	from
O	Z
O	,
O	nor
O	the
O	figure
O	1
O	from
O	40;
O	and
O	whenever
C	Madame
C	Joilet
O	made
O	those
O	funny
O	little
O	curves
O	and
O	dots
O	and
O	blots
O	with
O	pen
O	and
O	ink
O	,
O	in
O	drawing
O	up
O	her
O	bills
O	to
O	send
O	to
O	the
O	lodgers
O	upstairs
O	,
C	June
O	considered
O	that
O	she
O	was
O	moved
O	thereto
O	by
O	witches
O	.
O	Her
O	authority
O	for
O	this
O	theory
O	lay
O	in
O	a
O	charmig
C	old
C	woman
O	across
O	the
O	way
O	,
O	who
O	had
O	one
O	tooth
O	,
O	and
O	wore
O	a
O	yellow
O	cap
O	,
O	and
O	used
O	to
O	tell
O	her
O	ghost
O	stories
O	sometimes
O	in
O	the
O	evening
O	.
O	Somebody
O	asked
C	June
O	once
O	how
O	old
O	she
O	was
O	.
O	""""
O	'
O	Spect
O	I
O	'
O	s
O	a
O	hundred
O	,
O	--dunno
O	,
O	""""
O	she
O	said
O	gravely
O	.
O	Exactly
O	how
O	old
O	she
O	was
O	nobody
O	knew
O	.
O	She
O	was
O	not
O	tall
O	enough
O	to
O	be
O	more
O	than
O	seven
O	,
O	but
O	her
O	face
O	was
O	like
O	the
O	face
O	of
O	a
O	little
O	old
O	woman
O	.
O	It
O	was
O	a
O	queer
O	little
O	face
O	,
O	with
O	thick
O	lips
O	and
O	low
O	forehead
O	,
O	and
O	great
O	mournful
O	eyes
O	.
O	There
O	was
O	something
O	strange
O	about
O	those
O	eyes
O	.
O	Whenever
O	they
O	looked
O	at
O	one
O	,
O	they
O	seemed
O	to
O	cry
O	right
O	out
O	,
O	as
O	if
O	they
O	had
O	a
O	voice
O	.
O	But
O	no
O	one
O	in
O	Richmond
O	cared
O	about
O	that
O	.
O	Nobody
O	cared
O	about
C	June
O	at
O	all
O	.
O	When
O	she
O	was
O	unhappy
O	,
O	no
O	one
O	asked
O	what
O	was
O	the
O	matter;
O	when
O	she
O	was
O	hungry
O	,
O	or
O	cold
O	,
O	or
O	frightened
O	,
C	Madame
C	Joilet
O	laughed
O	at
O	her
O	,
O	and
O	when
O	she
O	was
O	sick
O	she
O	beat
O	her
O	.
O	If
O	she
O	broke
O	a
O	teacup
O	or
O	spilled
O	a
O	mug
O	of
O	coffee
O	,
O	she
O	had
O	her
O	ears
O	boxed
O	,
O	or
O	was
O	shut
O	up
O	in
O	a
O	terrible
O	dark
O	cellar
O	,
O	where
O	the
O	rats
O	were
O	as
O	large
O	as
O	kittens
O	.
O	If
O	she
O	tried
O	to
O	sing
O	a
O	little
O	,
O	in
O	her
O	sorrowful
O	,
O	smothered
O	way
O	,
O	over
O	her
O	work
O	,
C	Madame
C	Joilet
O	shook
O	her
O	for
O	making
O	so
O	much
O	noise
O	.
O	When
O	she
O	stopped
O	,
O	she
O	scolded
O	her
O	for
O	being
O	sulky
O	.
O	Nothing
O	that
O	she
O	could
O	do
O	ever
O	happened
O	to
O	be
O	right;
O	everything
O	was
O	sure
O	to
O	be
O	wrong
O	.
O	She
O	had
O	not
O	half
O	enough
O	to
O	eat
O	,
O	nor
O	half
O	enough
O	to
O	wear
O	.
O	What
O	was
O	worse
O	than
O	that
O	,
O	she
O	had
O	nobody
O	to
O	kiss
O	,
O	and
O	nobody
O	to
O	kiss
O	her;
O	nobody
O	to
O	love
O	her
O	and
O	pet
O	her;
O	nobody
O	in
O	all
O	the
O	wide
O	world
O	to
O	care
O	whether
O	she
O	lived
O	or
O	died
O	,
O	except
O	a
O	half-starved
O	kitten
O	that
O	lived
O	in
O	the
O	wood-shed
O	.
O	For
C	June
O	was
O	black
O	,
O	and
O	a
O	slave;
O	and
O	this
O	Frenchwoman
O	,
C	Madame
C	Joilet
O	,
O	was
O	her
O	mistress
O	.
O	Exactly
O	what
O	was
O	the
O	use
O	of
O	living
O	under
O	such
O	circumstances
C	June
O	never
O	could
O	clearly
O	see
O	.
O	She
O	cherished
O	a
O	secret
O	notion
O	that
O	,
O	if
O	she
O	could
O	find
O	a
O	little
O	grave
O	all
O	dug
O	out
O	somewhere
O	in
O	a
O	clover-field
O	,
O	she
O	would
O	creep
O	in
O	and
O	hide
O	there
O	.
C	Madame
C	Joilet
O	could
O	not
O	find
O	her
O	then
O	.
O	People
O	who
O	lived
O	in
O	graves
O	were
O	not
O	supposed
O	to
O	be
O	hungry;
O	and
O	,
O	if
O	it
O	were
O	ever
O	so
O	cold
O	,
O	they
O	never
O	shivered
O	.
O	That
O	they
O	could
O	not
O	be
O	beaten
O	was
O	a
O	natural
O	consequence
O	,
O	because
O	there
O	was
O	so
O	much
O	earth
O	between
O	,
O	that
O	you
O	wouldn
O	'
O	t
O	feel
O	the
O	stick
O	.
O	The
O	only
O	objection
O	would
O	be
O	leaving
C	Hungry
O	.
C	Hungry
O	was
O	the
O	kitten
O	.
C	June
O	had
O	named
O	it
O	so
O	because
O	it
O	was
O	black
O	.
O	She
O	had
O	an
O	idea
O	that
O	everything
O	black
O	was
O	hungry
O	.
O	That
O	there
O	had
O	been
O	a
O	war
O	,
C	June
O	gathered
O	from
O	old
C	Creline
O	,
O	who
