O	Once
O	upon
O	a
O	time
O	a
C	queen
O	had
O	a
O	little
O	son
O	,
O	who
O	was
O	so
O	ugly
O	and
O	ill-made
O	,
O	that
O	for
O	a
O	long
O	time
O	the
O	poor
O	little
O	baby
O	was
O	thought
O	hardly
O	human
O	.
O	However
O	,
O	a
O	good
C	fairy
O	,
O	who
O	presided
O	at
O	his
O	birth
O	,
O	assured
O	his
O	mother
O	that
O	,
O	though
O	ugly
O	,
O	he
O	would
O	have
O	so
O	much
O	sense
O	and
O	wit
O	that
O	he
O	would
O	never
O	be
O	disagreeable;
O	moreover
O	,
O	she
O	bestowed
O	on
O	him
O	the
O	power
O	of
O	communicating
O	these
O	gifts
O	to
O	the
O	person
O	he
O	should
O	love
O	best
O	in
O	the
O	world
O	.
O	At
O	this
O	the
C	queen
O	was
O	a
O	little
O	comforted
O	,
O	and
O	became
O	still
O	more
O	so
O	,
O	when
O	,
O	as
O	soon
O	as
O	he
O	could
O	speak
O	,
O	the
O	infant
O	began
O	to
O	say
O	such
O	pretty
O	and
O	clever
O	things
O	that
O	everybody
O	was
O	charmed
O	with
O	him
O	.
O	(
O	I
O	forgot
O	to
O	mention
O	that
O	his
O	name
O	was
C	Riquet
O	with
O	the
O	Tuft
O	,
O	because
O	he
O	was
O	born
O	with
O	a
O	curious
O	tuft
O	of
O	hair
O	on
O	the
O	top
O	of
O	his
O	head
O	.
O	)
O	Seven
O	or
O	eight
O	years
O	after
O	this
O	,
O	the
C	queen
O	of
O	a
O	neighbouring
O	country
O	had
O	two
O	little
O	daughters
O	,
O	twins
O	,
O	at
O	whose
O	birth
O	the
O	same
C	fairy
O	presided
O	.
O	The
O	elder
O	twin
O	was
O	more
O	beautiful
O	than
O	the
O	day--the
O	younger
O	so
O	extremely
O	ugly
O	that
O	the
O	mother
O	'
O	s
O	extravagant
O	joy
O	in
O	the
O	first
O	was
O	all
O	turned
O	to
O	grief
O	about
O	the
O	second
O	.
O	So
O	,
O	in
O	order
O	to
O	calm
O	her
O	feelings
O	,
O	the
C	fairy
O	told
O	her
O	that
O	the
O	one
O	daughter
O	should
O	be
O	as
O	stupid
O	as
O	she
O	was
O	pretty
O	,
O	while
O	the
O	other
O	would
O	grow
O	up
O	so
O	clever
O	and
O	charming
O	that
O	nobody
O	would
O	miss
O	her
O	want
O	of
O	beauty
O	.
O	""""
O	Heaven
O	grant
O	it
O	!
O	""""
O	sighed
O	the
C	queen;
O	""""
O	but
O	are
O	there
O	no
O	means
O	of
