O	Many
O	,
O	many
O	years
O	ago
O	in
O	the
O	far-off
O	land
O	of
O	Hellas
O	,
O	which
O	we
O	call
O	Greece
O	,
O	lived
O	a
O	happy
O	young
O	couple
O	whose
O	names
O	were
O	Alcmene
O	and
O	Amphitryon
O	.
O	Now
O	Amphitryon
O	,
O	the
O	husband
O	,
O	owned
O	many
O	herds
O	of
O	cattle
O	.
O	So
O	also
O	the
O	father
O	of
O	Alcmene
O	,
O	who
O	was
O	King
O	of
O	Mycenae
O	,
O	owned
O	many
O	.
O	All
O	these
O	cattle
O	grazing
O	together
O	and
O	watering
O	at
O	the
O	same
O	springs
O	became
O	united
O	in
O	one
O	herd
O	.
O	And
O	this
O	was
O	the
O	cause
O	of
O	much
O	trouble
O	,
O	for
O	Amphitryon
O	fell
O	to
O	quarreling
O	with
O	the
O	father
O	of
O	his
O	wife
O	about
O	his
O	portion
O	of
O	the
O	herd
O	.
O	At
O	last
O	he
O	slew
O	his
O	father-in-law
O	,
O	and
O	from
O	that
O	day
O	he
O	fled
O	his
O	old
O	home
O	at
O	Mycenae
O	.
O	Alcmene
O	went
O	with
O	her
O	husband
O	and
O	the
O	young
O	couple
O	settled
O	at
O	Thebes
O	,
O	where
O	were
O	born
O	to
O	them
O	two
O	boys
O	--
O	twins
O	--
O	which
O	were
O	later
O	named
O	Hercules
O	and
O	Iphicles
O	.
O	From
O	the
O	child
O	'
O	s
O	very
O	birth
O	Zeus
O	,
O	the
O	King
O	of
O	all
O	heaven
O	that
O	is
O	the
O	air
O	and
O	clouds
O	,
O	and
O	the
O	father
O	of
O	gods
O	and
O	men
O	--
O	from
O	the
O	boy
O	'
O	s
O	very
O	birth
O	Zeus
O	loved
O	Hercules
O	.
O	But
O	when
O	Hera
O	,
O	wife
O	of
O	Zeus
O	,
O	who
O	shared
O	his
O	honours
O	,
O	saw
O	this
O	love
O	she
O	was
O	angry
O	.
O	Especially
O	she
O	was
O	angry
O	because
O	Zeus
O	foretold
O	that
O	Hercules
O	should
O	become
O	the
O	greatest
O	of
O	men
O	.
O	Therefore
O	one
O	night
O	,
O	when
O	the
O	two
O	babies
O	were
O	but
O	eight
O	months
O	old
O	,
O	Hera
O	sent
O	two
O	huge
O	serpents
O	to
O	destroy
O	them
O	.
O	The
O	children
O	were
O	asleep
O	in
O	the
O	great
O	shield
O	of
O	brass
O	which
O	Amphitryon
O	carried
O	in
O	battle
O	for
O	his
O	defence
O	.
O	It
O	was
O	a
O	good
O	bed
O	,
O	for
O	it
O	was
O	round
O	and
O	curved
O	toward
O	the
O	centre
O	,
O	and
O	filled
O	with
O	soft
O	blankets
O	which
O	Alcmene
O	and
O	the
O	maids
O	of
O	the
O	house
O	had
O	woven
O	at
O	their
O	looms
O	.
O	Forward
O	toward
O	this
O	shield
O	the
O	huge
O	snakes
O	were
O	creeping
O	,
O	and
O	just
O	as
O	they
O	lifted
O	their
O	open
O	mouths
O	above
O	the
O	rim
O	,
O	and
O	were
O	making
O	ready
O	to
O	seize
O	them
O	,
O	the
O	twins
O	opened
O	their
O	eyes
O	.
O	Iphicles
O	screamed
O	with
O	fright
O	.
O	His
O	cries
O	wakened
O	their
O	mother
O	,
O	Alcmene
O	,
O	who
O	called
O	in
O	a
O	loud
O	voice
O	for
O	help
O	.
O	But
O	before
O	Amphitryon
O	and
O	the
O	men
O	of
O	the
O	household
O	could
O	draw
O	their
O	swords
O	and
O	rush
O	to
O	the
O	rescue
O	,
O	the
O	baby
O	Hercules
O	,
O	sitting
O	up
O	in
O	the
O	shield
O	unterrified
O	and
O	seizing
O	a
O	serpent
O	in
O	each
O	hand
O	,
O	had
O	choked
O	and
O	strangled
O	them
